Name,team,season,position,dateOfBirth,Age,Matches,rating_points,cp_ratio
Sam Taylor,GWS Giants,2022,KEY_DEFENDER,1999-05-05,23,22,12.304545454545455,0.5349544072948329
Sam Walsh,Carlton,2022,MIDFIELDER,2000-07-02,22,20,12.33,0.349618320610687
Sam Weideman,Melbourne,2022,KEY_FORWARD,1997-06-26,25,10,6.63,0.5411764705882353
Sam Wicks,Sydney Swans,2022,MEDIUM_FORWARD,1999-09-14,23,10,4.54,0.4623655913978494
Samson Ryan,Richmond,2022,RUCK,2000-12-09,NA,NA,NA,NA
Sandy Brock,Gold Coast Suns,2022,KEY_DEFENDER,2002-12-14,NA,NA,NA,NA
Scott Lycett,Port Adelaide,2022,RUCK,1992-09-26,30,4,13.65,0.5370370370370371
Scott Pendlebury,Collingwood,2022,MIDFIELDER,1988-01-07,34,24,13.975,0.40816326530612246
Seamus Mitchell,Hawthorn,2022,MEDIUM_FORWARD,2002-07-03,NA,NA,NA,NA
Sean Darcy,Fremantle,2022,RUCK,1998-06-12,24,21,13.10952380952381,0.6308724832214766
Sean Lemmens,Gold Coast Suns,2022,MEDIUM_DEFENDER,1994-11-02,28,20,6.385,0.3805309734513274
Sebastian Ross,St Kilda,2022,MIDFIELDER,1993-05-07,29,21,12.32857142857143,0.36496350364963503
Sebit Kuek,Fremantle,2022,KEY_FORWARD,2000-11-11,NA,NA,NA,NA
Shai Bolton,Richmond,2022,MIDFIELDER_FORWARD,1998-12-08,24,23,14.41304347826087,0.5084337349397591
Shane Edwards,Richmond,2022,MIDFIELDER_FORWARD,1988-10-25,34,22,9.39090909090909,0.35438596491228075
Shane McAdam,Adelaide Crows,2022,MEDIUM_FORWARD,1995-05-28,27,15,7.22,0.38216560509554137
Shannon Hurn,West Coast Eagles,2022,MEDIUM_DEFENDER,1987-09-04,35,19,10.321052631578947,0.26168224299065423
Shannon Neale,Geelong Cats,2022,KEY_FORWARD,2002-07-25,20,2,6.3,0.6923076923076923
Shaun Higgins,Geelong Cats,2022,MEDIUM_FORWARD,1988-03-04,34,5,5.5200000000000005,0.22891566265060237
Steele Sidebottom,Collingwood,2022,MIDFIELDER,1991-01-02,31,25,10.308,0.31090487238979114
Stefan Giro,West Coast Eagles,2022,MEDIUM_FORWARD,1999-03-10,23,1,2.9,0.3
Stefan Martin,Western Bulldogs,2022,RUCK,1986-11-17,36,4,6.875,0.5333333333333333
Stephen Coniglio,GWS Giants,2022,MIDFIELDER_FORWARD,1993-12-15,29,21,13.285714285714286,0.3872832369942196
Steven May,Melbourne,2022,KEY_DEFENDER,1992-01-10,30,22,10.940909090909091,0.42490842490842484
Steven Motlop,Port Adelaide,2022,MEDIUM_FORWARD,1991-03-12,31,14,6.95,0.33121019108280253
Sydney Stack,Richmond,2022,MEDIUM_FORWARD,2000-04-28,22,2,2.35,0.3333333333333333
Taj Schofield,Port Adelaide,2022,MIDFIELDER,2002-09-07,NA,NA,NA,NA
Taj Woewodin,Melbourne,2022,MIDFIELDER,2003-03-26,NA,NA,NA,NA
Tanner Bruhn,GWS Giants,2022,MIDFIELDER_FORWARD,2002-05-27,20,17,5.905882352941177,0.45070422535211263
Tariek Newchurch,Adelaide Crows,2022,MEDIUM_FORWARD,2002-07-21,NA,NA,NA,NA
Tarryn Thomas,North Melbourne,2022,MIDFIELDER_FORWARD,2000-03-25,22,10,6.09,0.41984732824427484
Taylor Adams,Collingwood,2022,MIDFIELDER,1993-09-20,29,18,10.088888888888889,0.4638403990024938
Taylor Duryea,Western Bulldogs,2022,MEDIUM_DEFENDER,1991-04-24,31,12,5.541666666666667,0.28484848484848485
Taylor Walker,Adelaide Crows,2022,KEY_FORWARD,1990-04-25,32,18,12.922222222222222,0.516728624535316
Tex Wanganeen,Essendon,2022,MEDIUM_FORWARD,2003-10-10,19,5,0.46,0.15384615384615385
Thomas Berry,Brisbane Lions,2022,MEDIUM_FORWARD,2000-05-01,22,3,1.7666666666666666,0.4
Thomas Williamson,Carlton,2022,MEDIUM_DEFENDER,1998-12-12,24,1,0,NA
Thomson Dow,Richmond,2022,MIDFIELDER,2001-10-16,21,6,8.6,0.4835164835164835
Tim English,Western Bulldogs,2022,RUCK,1997-08-10,25,16,15.325,0.46689895470383275
Tim Kelly,West Coast Eagles,2022,MIDFIELDER,1994-07-26,28,17,11.188235294117646,0.45985401459854014
Tim Membrey,St Kilda,2022,KEY_FORWARD,1994-05-26,28,22,9.00909090909091,0.31746031746031744
Tim O'Brien,Western Bulldogs,2022,KEY_DEFENDER,1994-03-28,28,11,8.154545454545454,0.3511450381679389
Tim Taranto,GWS Giants,2022,MIDFIELDER_FORWARD,1998-01-28,24,16,10.29375,0.39540816326530615
Toby Bedford,Melbourne,2022,MEDIUM_FORWARD,2000-05-27,22,16,4.08125,0.36764705882352944
Toby Conway,Geelong Cats,2022,RUCK,2003-04-24,NA,NA,NA,NA
Toby Greene,GWS Giants,2022,MEDIUM_FORWARD,1993-09-25,29,15,10.473333333333333,0.39999999999999997
Toby McLean,Western Bulldogs,2022,MIDFIELDER,1996-01-31,26,2,5,0.5
Toby Nankervis,Richmond,2022,RUCK,1994-08-12,28,23,12.421739130434784,0.5384615384615384
Todd Goldstein,North Melbourne,2022,RUCK,1988-07-01,34,22,13.636363636363637,0.5551839464882943
Todd Marshall,Port Adelaide,2022,KEY_FORWARD,1998-10-08,24,21,10.147619047619047,0.4088888888888889
Tom Atkins,Geelong Cats,2022,MEDIUM_DEFENDER,1995-09-18,27,25,11,0.465478841870824
Tom Barrass,West Coast Eagles,2022,KEY_DEFENDER,1995-10-08,27,19,11.494736842105263,0.38720538720538716
Tom Brown,Richmond,2022,MEDIUM_DEFENDER,2003-07-30,NA,NA,NA,NA
Tom Campbell,St Kilda,2022,RUCK,1991-11-02,31,2,10.45,0.7916666666666666
Tom Clurey,Port Adelaide,2022,KEY_DEFENDER,1994-03-23,28,13,6.938461538461539,0.3228346456692914
Tom Cole,West Coast Eagles,2022,MEDIUM_DEFENDER,1997-05-28,NA,NA,NA,NA
Tom Cutler,Essendon,2022,MIDFIELDER,1995-02-20,27,9,8.6,0.25165562913907286
Tom De Koning,Carlton,2022,RUCK,1999-07-16,23,19,9.921052631578947,0.6490384615384616
Tom Doedee,Adelaide Crows,2022,KEY_DEFENDER,1997-03-01,25,20,9.975,0.3979591836734694
Tom Fullarton,Brisbane Lions,2022,KEY_FORWARD,1999-02-23,23,5,6.64,0.55
Tom Green,GWS Giants,2022,MIDFIELDER,2001-01-23,21,21,12.585714285714285,0.4885057471264368
Tom Hawkins,Geelong Cats,2022,KEY_FORWARD,1988-07-21,34,25,12.12,0.5059880239520959
Tom Hickey,Sydney Swans,2022,RUCK,1991-03-06,31,16,11.78125,0.6477732793522267
Tom Highmore,St Kilda,2022,KEY_DEFENDER,1998-02-24,24,3,6.6,0.2857142857142857
Tom Hird,Essendon,2022,MIDFIELDER_FORWARD,2001-03-28,NA,NA,NA,NA
Tom Jonas,Port Adelaide,2022,KEY_DEFENDER,1991-01-09,31,21,7.714285714285714,0.3779527559055118
Tom Joyce,West Coast Eagles,2022,MIDFIELDER,2000-03-07,NA,NA,NA,NA
Tom Liberatore,Western Bulldogs,2022,MIDFIELDER,1992-05-16,30,22,15.50909090909091,0.518850987432675
Tom Lynch,North Melbourne,2022,MIDFIELDER,1990-09-15,NA,NA,NA,NA
Tom McCartin,Sydney Swans,2022,KEY_DEFENDER,1999-12-30,23,25,8.668,0.47619047619047616
Tom McDonald,Melbourne,2022,KEY_FORWARD,1992-09-18,30,9,7.555555555555555,0.4489795918367347
Tom Mitchell,Hawthorn,2022,MIDFIELDER,1993-05-31,29,21,11.947619047619048,0.4557595993322203
Tom Papley,Sydney Swans,2022,MEDIUM_FORWARD,1996-07-13,26,19,10.615789473684211,0.46153846153846156
Tom Phillips,Hawthorn,2022,MIDFIELDER,1996-05-07,26,4,2.475,0.28205128205128205
Tom Powell,North Melbourne,2022,MIDFIELDER_FORWARD,2002-03-02,20,18,7.816666666666666,0.36293436293436293
Tom Sparrow,Melbourne,2022,MIDFIELDER_FORWARD,2000-05-31,22,23,8.408695652173913,0.39370078740157477
Tom Stewart,Geelong Cats,2022,MEDIUM_DEFENDER,1993-03-15,29,20,13.1,0.2929782082324455
Tom Wilson,Collingwood,2022,MEDIUM_FORWARD,1997-06-24,25,3,5.266666666666667,0.30434782608695654
Tom J. Lynch,Richmond,2022,KEY_FORWARD,NA,30,19,12.952631578947368,0.5857740585774059
Touk Miller,Gold Coast Suns,2022,MIDFIELDER,1996-02-22,26,22,16.845454545454544,0.532695374800638
Travis Boak,Port Adelaide,2022,MIDFIELDER,1988-08-01,34,21,13.833333333333334,0.42534722222222215
Travis Colyer,Fremantle,2022,MEDIUM_FORWARD,1991-08-24,31,18,7.111111111111111,0.2766990291262136
Trent Bianco,Collingwood,2022,MIDFIELDER_FORWARD,2001-01-20,21,10,4.71,0.33333333333333337
Trent Cotchin,Richmond,2022,MIDFIELDER,1990-04-07,32,19,9.878947368421052,0.48578199052132703
Trent Dumont,Port Adelaide,2022,MIDFIELDER,1995-06-30,27,8,6.725,0.25190839694656486
Trent McKenzie,Port Adelaide,2022,KEY_DEFENDER,1992-04-03,30,7,7.085714285714285,0.3870967741935483
Trent Rivers,Melbourne,2022,MEDIUM_DEFENDER,2001-07-30,21,18,6.944444444444445,0.29838709677419356
Trey Ruscoe,Collingwood,2022,MEDIUM_DEFENDER,2001-11-03,21,4,5.975,0.45161290322580644
Tristan Xerri,North Melbourne,2022,RUCK,1999-03-15,23,12,8.875,0.635593220338983
Tyler Brockman,Hawthorn,2022,MEDIUM_FORWARD,2002-11-22,NA,NA,NA,NA
Tyler Brown,Collingwood,2022,MIDFIELDER_FORWARD,1999-12-09,23,11,4.345454545454546,0.5066666666666667
Tyler Sonsie,Richmond,2022,MIDFIELDER_FORWARD,2003-01-27,19,7,8.67142857142857,0.3833333333333333
Tyson Stengle,Geelong Cats,2022,MEDIUM_FORWARD,1998-10-19,24,25,11.508,0.38147138964577654
Wade Derksen,GWS Giants,2022,KEY_FORWARD,2001-06-18,NA,NA,NA,NA
Wayne Milera,Adelaide Crows,2022,MEDIUM_FORWARD,1997-09-14,25,12,6.108333333333333,0.3701298701298701
Wil Powell,Gold Coast Suns,2022,MEDIUM_DEFENDER,1999-08-26,23,12,9.158333333333333,0.37179487179487175
Will Brodie,Fremantle,2022,MIDFIELDER,1998-08-23,24,24,12.716666666666667,0.44984326018808773
Will Day,Hawthorn,2022,MEDIUM_DEFENDER,2001-06-05,21,17,7.952941176470588,0.3045267489711934
Will Gould,Sydney Swans,2022,KEY_DEFENDER,2001-01-14,NA,NA,NA,NA
Will Hamill,Adelaide Crows,2022,MEDIUM_DEFENDER,2000-11-17,22,13,6.1,0.43749999999999994
Will Hayes,Carlton,2022,MIDFIELDER,1995-06-05,27,2,4.6,0.3448275862068966
Will Hayward,Sydney Swans,2022,MEDIUM_FORWARD,1998-10-26,24,25,9.208,0.4295081967213115
Will Hoskin-Elliott,Collingwood,2022,MEDIUM_FORWARD,1993-09-02,29,24,6.9875,0.37179487179487175
Will Kelly,Collingwood,2022,KEY_DEFENDER,2000-08-16,NA,NA,NA,NA
Will Martyn,Richmond,2022,MEDIUM_DEFENDER,2001-03-29,NA,NA,NA,NA
Will Phillips,North Melbourne,2022,MIDFIELDER,2002-05-22,NA,NA,NA,NA
Will Setterfield,Carlton,2022,MIDFIELDER,1998-02-05,24,13,4.876923076923077,0.3136363636363636
Will Shaw,GWS Giants,2022,MEDIUM_FORWARD,2001-06-14,NA,NA,NA,NA
Will Snelling,Essendon,2022,MEDIUM_FORWARD,1997-08-06,25,8,4.2625,0.32710280373831774
Willem Drew,Port Adelaide,2022,MIDFIELDER,1998-10-01,24,22,11.85,0.44168734491315137
Willie Rioli,West Coast Eagles,2022,MIDFIELDER_FORWARD,1995-06-04,27,13,8.784615384615384,0.4907975460122699
Xavier Duursma,Port Adelaide,2022,MIDFIELDER,2000-07-07,22,11,5.136363636363637,0.26351351351351354
Xavier O'Halloran,GWS Giants,2022,MIDFIELDER,2000-07-11,22,14,4.042857142857143,0.2751677852348993
Xavier O'Neill,West Coast Eagles,2022,MIDFIELDER,2000-08-03,22,11,6.9818181818181815,0.4025157232704403
Zac Bailey,Brisbane Lions,2022,MIDFIELDER_FORWARD,1999-09-23,23,24,10.804166666666667,0.3795620437956204
Zac Fisher,Carlton,2022,MEDIUM_FORWARD,1998-06-15,24,22,9.231818181818182,0.31074766355140193
Zac Langdon,West Coast Eagles,2022,MEDIUM_FORWARD,1995-11-13,27,8,6.9375,0.45555555555555555
Zac Taylor,Adelaide Crows,2022,MIDFIELDER,2003-01-31,NA,NA,NA,NA
Zac Williams,Carlton,2022,MEDIUM_DEFENDER,1994-09-20,28,9,10.233333333333334,0.3333333333333333
Zach Guthrie,Geelong Cats,2022,MEDIUM_DEFENDER,1998-06-30,24,21,7.70952380952381,0.28571428571428575
Zach Merrett,Essendon,2022,MIDFIELDER,1995-10-03,27,19,15.473684210526315,0.313588850174216
Zach Reid,Essendon,2022,KEY_DEFENDER,2002-03-02,20,7,4.357142857142857,0.36206896551724144
Zach Sproule,GWS Giants,2022,KEY_FORWARD,NA,24,6,2.8166666666666664,0.3414634146341463
Zach Tuohy,Geelong Cats,2022,MEDIUM_DEFENDER,1989-12-10,33,24,10.466666666666667,0.28051391862955033
Zaine Cordy,Western Bulldogs,2022,KEY_DEFENDER,1996-10-27,26,14,6.207142857142857,0.4424778761061947
Zak Butters,Port Adelaide,2022,MIDFIELDER_FORWARD,2000-09-08,22,20,11.515,0.40274599542334094
Zak Jones,St Kilda,2022,MIDFIELDER,1995-03-15,27,13,6.6461538461538465,0.36776859504132225
Zane Trew,West Coast Eagles,2022,MIDFIELDER_FORWARD,2002-04-26,20,2,7.55,0.45
Zane Williams,Geelong Cats,2022,MEDIUM_FORWARD,2001-06-05,NA,NA,NA,NA
Aaron Cadman,GWS Giants,2023,KEY_FORWARD,2004-03-03,19,12,2.65,0.5614035087719298
Aaron Francis,Sydney Swans,2023,KEY_DEFENDER,1997-08-10,26,15,5.273333333333333,0.4042553191489362
Aaron Hall,North Melbourne,2023,MEDIUM_DEFENDER,1990-11-09,33,6,8.45,0.21600000000000003
Aaron Naughton,Western Bulldogs,2023,KEY_FORWARD,1999-11-30,24,23,10.882608695652173,0.5709090909090909
Adam Cerra,Carlton,2023,MIDFIELDER,1999-10-07,24,22,13.718181818181819,0.3887915936952715
Adam Kennedy,GWS Giants,2023,MEDIUM_FORWARD,1992-07-12,31,5,4.06,0.34210526315789475
Adam Saad,Carlton,2023,MEDIUM_DEFENDER,1994-07-23,29,25,11.364,0.3521444695259594
Adam Tomlinson,Melbourne,2023,KEY_DEFENDER,1993-08-10,30,9,5.5777777777777775,0.34545454545454546
Adam Treloar,Western Bulldogs,2023,MIDFIELDER,1993-03-09,30,19,14.036842105263158,0.4065335753176043
Aidan Corr,North Melbourne,2023,KEY_DEFENDER,1994-05-17,29,19,9.394736842105264,0.2631578947368421
Aiden Begg,Collingwood,2023,RUCK,2002-10-08,NA,NA,NA,NA
Aiden Bonar,North Melbourne,2023,KEY_DEFENDER,1999-03-08,24,2,9.2,0.4166666666666667
Alastair Lord,Essendon,2023,MEDIUM_DEFENDER,2003-11-26,NA,NA,NA,NA
Alex Cincotta,Carlton,2023,MEDIUM_DEFENDER,1996-12-17,27,19,7.7368421052631575,0.3648068669527897
Alex Davies,Gold Coast Suns,2023,MIDFIELDER_FORWARD,2002-03-18,21,9,7.066666666666666,0.548148148148148
Alex Keath,Western Bulldogs,2023,KEY_DEFENDER,1992-01-20,31,18,6.1722222222222225,0.3153153153153153
Alex Mirkov,Carlton,2023,RUCK,1999-11-17,NA,NA,NA,NA
Alex Neal-Bullen,Melbourne,2023,MEDIUM_FORWARD,1996-01-09,27,25,9.98,0.3938618925831202
Alex Pearce,Fremantle,2023,KEY_DEFENDER,1995-06-09,28,23,7.834782608695652,0.48695652173913045
Alex Sexton,Gold Coast Suns,2023,MEDIUM_FORWARD,1993-12-03,30,8,2.9875,0.25
Alex Witherden,West Coast Eagles,2023,MEDIUM_DEFENDER,1998-09-10,25,22,8.595454545454546,0.2849315068493151
Aliir Aliir,Port Adelaide,2023,KEY_DEFENDER,1994-09-05,29,24,10.1875,0.49300699300699297
Alwyn Davey Jnr,Essendon,2023,MEDIUM_FORWARD,2004-02-26,19,10,5.42,0.4805194805194805
Andrew Brayshaw,Fremantle,2023,MIDFIELDER,1999-11-08,24,23,13.61304347826087,0.3338391502276176
Andrew Gaff,West Coast Eagles,2023,MIDFIELDER,1992-06-16,31,23,6.747826086956522,0.27408993576017127
Andrew McGrath,Essendon,2023,MEDIUM_DEFENDER,1998-06-02,25,23,10.486956521739131,0.23890063424947144
Andrew McPherson,Adelaide Crows,2023,MEDIUM_DEFENDER,1999-06-20,NA,NA,NA,NA
Andrew Phillips,Essendon,2023,RUCK,1991-07-03,32,20,6.6,0.6114649681528662
Andy Moniz-Wakefield,Melbourne,2023,MIDFIELDER,2003-10-26,NA,NA,NA,NA
Angus Brayshaw,Melbourne,2023,MIDFIELDER,1996-01-09,27,24,11.208333333333334,0.36880733944954125
Angus McLennan,St Kilda,2023,MEDIUM_DEFENDER,2003-09-02,NA,NA,NA,NA
Angus Sheldrick,Sydney Swans,2023,MIDFIELDER,2003-11-07,20,7,6.428571428571429,0.40740740740740744
Anthony Caminiti,St Kilda,2023,KEY_FORWARD,2003-12-09,20,18,6.272222222222222,0.5
Anthony McDonald-Tipungwuti,Essendon,2023,MEDIUM_FORWARD,1993-04-22,30,7,3.157142857142857,0.32692307692307687
Anthony Munkara,Essendon,2023,MEDIUM_FORWARD,2004-10-03,NA,NA,NA,NA
Anthony Scott,Western Bulldogs,2023,MIDFIELDER_FORWARD,1995-02-28,28,22,6.431818181818182,0.38271604938271603
Archie Perkins,Essendon,2023,MEDIUM_FORWARD,2002-03-26,21,23,7.860869565217391,0.34916201117318435
Arlo Draper,Collingwood,2023,MIDFIELDER,2003-01-30,NA,NA,NA,NA
Arthur Jones,Western Bulldogs,2023,MEDIUM_FORWARD,2003-07-18,20,13,3.7615384615384615,0.39252336448598135
Ash Johnson,Collingwood,2023,KEY_FORWARD,1997-10-06,26,15,6.386666666666667,0.5121951219512195
Bailey Banfield,Fremantle,2023,MEDIUM_FORWARD,1998-02-26,25,14,7.685714285714286,0.40853658536585363
Bailey Dale,Western Bulldogs,2023,MEDIUM_DEFENDER,1996-07-22,27,23,11.504347826086956,0.27754237288135597
Bailey Humphrey,Gold Coast Suns,2023,MEDIUM_FORWARD,2004-09-11,19,19,8.357894736842105,0.5466101694915254
Bailey Laurie,Melbourne,2023,MEDIUM_FORWARD,2002-03-24,21,5,3.7,0.5
Bailey Macdonald,Hawthorn,2023,MEDIUM_DEFENDER,2004-08-04,19,2,3.6999999999999997,0.16
Bailey Scott,North Melbourne,2023,MIDFIELDER,2000-07-09,23,23,7.591304347826087,0.2332657200811359
Bailey Smith,Western Bulldogs,2023,MIDFIELDER_FORWARD,2000-12-07,23,19,8.75263157894737,0.33184855233853006
Bailey Williams,Western Bulldogs,2023,MIDFIELDER,1997-10-10,26,23,7.6695652173913045,0.25
Bailey J. Williams,West Coast Eagles,2023,RUCK,2000-04-17,23,23,10.404347826086957,0.657051282051282
Bayley Fritsch,Melbourne,2023,MEDIUM_FORWARD,1996-12-06,27,17,9.18235294117647,0.3814432989690722
Beau McCreery,Collingwood,2023,MEDIUM_FORWARD,2001-04-19,22,25,7.308,0.32083333333333336
Ben Ainsworth,Gold Coast Suns,2023,MEDIUM_FORWARD,1998-02-10,25,21,9.995238095238095,0.36074270557029176
Ben Brown,Melbourne,2023,KEY_FORWARD,1992-11-20,31,7,9.285714285714286,0.4461538461538462
Ben Cunnington,North Melbourne,2023,MIDFIELDER,1991-06-30,32,9,9.633333333333333,0.5454545454545454
Ben Hobbs,Essendon,2023,MIDFIELDER,2003-09-16,20,18,8.472222222222223,0.3760445682451254
Ben Keays,Adelaide Crows,2023,MIDFIELDER_FORWARD,1997-02-23,26,23,11.082608695652175,0.42755344418052255
Ben King,Gold Coast Suns,2023,KEY_FORWARD,2000-07-07,23,20,5.755,0.5792682926829269
Ben Long,Gold Coast Suns,2023,MEDIUM_DEFENDER,1997-08-21,26,15,5.993333333333333,0.45061728395061723
Ben McKay,North Melbourne,2023,KEY_DEFENDER,1997-12-24,26,19,8.74736842105263,0.38362068965517243
Ben Miller,Richmond,2023,RUCK,1999-08-31,24,13,7.561538461538461,0.4951456310679611
Ben Paton,St Kilda,2023,MEDIUM_DEFENDER,1998-10-19,25,12,5.866666666666667,0.2732919254658385
Bigoa Nyuon,Richmond,2023,RUCK,2001-05-18,NA,NA,NA,NA
Billy Dowling,Adelaide Crows,2023,MIDFIELDER,2004-07-01,NA,NA,NA,NA
Billy Frampton,Collingwood,2023,KEY_DEFENDER,1996-11-20,27,16,6.9625,0.3624161073825503
Blake Acres,Carlton,2023,MIDFIELDER,1995-10-07,28,25,10.684,0.32413793103448274
Blake Coleman,Brisbane Lions,2023,MEDIUM_FORWARD,2002-08-06,NA,NA,NA,NA
Blake Drury,North Melbourne,2023,MEDIUM_FORWARD,2004-01-11,19,4,-0.2749999999999999,0.32142857142857145
Blake Hardwick,Hawthorn,2023,MEDIUM_DEFENDER,1997-02-05,26,23,9.78695652173913,0.2828282828282828
Blake Howes,Melbourne,2023,MEDIUM_DEFENDER,2003-04-07,NA,NA,NA,NA
Bobby Hill,Collingwood,2023,MEDIUM_FORWARD,2000-02-09,23,24,8.4875,0.35772357723577236
Bodhi Uwland,Gold Coast Suns,2023,MEDIUM_DEFENDER,2003-07-25,20,3,4.366666666666666,0.3684210526315789
Brad Close,Geelong Cats,2023,MEDIUM_FORWARD,1998-07-30,25,21,9.495238095238095,0.4027777777777778
Brad Crouch,St Kilda,2023,MIDFIELDER,1994-01-14,29,24,10.991666666666667,0.4387596899224806
Bradley Hill,St Kilda,2023,MIDFIELDER_FORWARD,1993-07-09,30,22,8.968181818181819,0.19474835886214442
Brady Hough,West Coast Eagles,2023,MEDIUM_DEFENDER,2003-03-05,20,15,5.986666666666666,0.23423423423423423
Braeden Campbell,Sydney Swans,2023,MIDFIELDER,2002-02-04,21,23,7.526086956521739,0.33060109289617484
Brandan Parfitt,Geelong Cats,2023,MIDFIELDER,1998-04-27,25,9,5.466666666666667,0.41284403669724773
Brandon Ellis,Gold Coast Suns,2023,MIDFIELDER,1993-08-03,30,16,9.025,0.2975778546712803
Brandon Ryan,Hawthorn,2023,KEY_FORWARD,1997-11-07,26,3,3.333333333333333,0.2777777777777778
Brandon Starcevich,Brisbane Lions,2023,MEDIUM_DEFENDER,1999-07-24,24,26,5.8538461538461535,0.36551724137931035
Brandon Walker,Fremantle,2023,MEDIUM_DEFENDER,2002-10-17,21,14,4.271428571428571,0.3137254901960784
Brandon Zerk-Thatcher,Essendon,2023,KEY_DEFENDER,1998-08-25,25,22,9.959090909090909,0.4067164179104477
Brayden Cook,Adelaide Crows,2023,MIDFIELDER,2002-07-18,21,1,4,0.2222222222222222
Brayden Fiorini,Gold Coast Suns,2023,MIDFIELDER,1997-08-22,26,17,7.070588235294117,0.2990033222591362
Brayden George,North Melbourne,2023,MEDIUM_FORWARD,2004-01-13,NA,NA,NA,NA
Brayden Maynard,Collingwood,2023,MEDIUM_DEFENDER,1996-09-20,27,25,9.408,0.2988235294117647
Braydon Preuss,GWS Giants,2023,RUCK,1995-06-16,NA,NA,NA,NA
Brennan Cox,Fremantle,2023,KEY_DEFENDER,1998-08-13,25,20,11.89,0.34049079754601225
Brent Daniels,GWS Giants,2023,MEDIUM_FORWARD,1999-03-09,24,20,11.995,0.4138972809667674
Brodie Grundy,Melbourne,2023,RUCK,1994-04-15,29,17,10.652941176470588,0.5393700787401574
Brodie Kemp,Carlton,2023,KEY_DEFENDER,2001-05-01,22,17,8.394117647058824,0.29118773946360155
Brodie McLaughlin,Gold Coast Suns,2023,KEY_FORWARD,1997-11-20,NA,NA,NA,NA
Brodie Smith,Adelaide Crows,2023,MEDIUM_DEFENDER,1992-01-14,31,22,9.995454545454546,0.2895377128953771
Brody Mihocek,Collingwood,2023,KEY_FORWARD,1993-02-04,30,24,8.358333333333334,0.4246031746031746
Brynn Teakle,Port Adelaide,2023,RUCK,1999-10-16,24,4,5.65,0.575
Buku Khamis,Western Bulldogs,2023,KEY_FORWARD,2000-03-24,23,1,0.4,0.42857142857142855
Caleb Daniel,Western Bulldogs,2023,MIDFIELDER_FORWARD,1996-07-07,27,23,11.030434782608696,0.3082706766917293
Caleb Graham,Gold Coast Suns,2023,KEY_DEFENDER,2000-09-12,NA,NA,NA,NA
Caleb Marchbank,Carlton,2023,KEY_DEFENDER,1996-12-07,27,8,5.6625,0.3125
Caleb Mitchell,Sydney Swans,2023,MIDFIELDER,2004-08-10,NA,NA,NA,NA
Caleb Poulter,Western Bulldogs,2023,MIDFIELDER,2002-10-12,21,9,8.333333333333334,0.291970802919708
Caleb Serong,Fremantle,2023,MIDFIELDER,2001-02-09,22,22,15.254545454545454,0.46893491124260356
Callan Ward,GWS Giants,2023,MIDFIELDER,1990-04-10,33,25,10.752,0.3939393939393939
Callum Ah Chee,Brisbane Lions,2023,MIDFIELDER_FORWARD,1997-10-09,26,12,6.558333333333334,0.43511450381679384
Callum Coleman-Jones,North Melbourne,2023,KEY_FORWARD,1999-06-13,24,9,5.033333333333333,0.5058823529411764
Callum Jamieson,West Coast Eagles,2023,KEY_FORWARD,2000-07-31,23,4,5.825,0.65
Callum Mills,Sydney Swans,2023,MIDFIELDER,1997-04-02,26,20,10.99,0.3507462686567164
Callum Wilkie,St Kilda,2023,KEY_DEFENDER,1996-03-10,27,24,11.604166666666666,0.28725701943844495
Callum M. Brown,GWS Giants,2023,MEDIUM_FORWARD,2000-08-15,23,19,8.105263157894736,0.3932038834951457
Cam Mackenzie,Hawthorn,2023,MEDIUM_FORWARD,2004-01-21,19,14,6.664285714285715,0.34871794871794876
Cam Rayner,Brisbane Lions,2023,MEDIUM_FORWARD,1999-10-21,24,26,8.742307692307692,0.39459459459459456
Cameron Fleeton,GWS Giants,2023,MEDIUM_DEFENDER,2002-06-17,21,2,6.7,0.47058823529411764
Cameron Guthrie,Geelong Cats,2023,MIDFIELDER,1992-08-19,31,6,8.066666666666666,0.373015873015873
Cameron Owen,Sydney Swans,2023,KEY_FORWARD,2004-05-28,NA,NA,NA,NA
Cameron Zurhaar,North Melbourne,2023,MEDIUM_FORWARD,1998-05-22,25,16,10.00625,0.43846153846153846
Campbell Chesser,West Coast Eagles,2023,MIDFIELDER,2003-04-27,20,14,3.1142857142857143,0.2558139534883721
Carter Michael,Brisbane Lions,2023,MEDIUM_DEFENDER,2002-05-22,NA,NA,NA,NA
Chad Warner,Sydney Swans,2023,MIDFIELDER,2001-05-19,22,21,14.585714285714285,0.4169811320754717
Chad Wingard,Hawthorn,2023,MEDIUM_FORWARD,1993-07-29,30,14,5.142857142857143,0.299492385786802
Changkuoth Jiath,Hawthorn,2023,MEDIUM_DEFENDER,1999-06-13,24,8,7.5125,0.3007518796992481
Charlie Ballard,Gold Coast Suns,2023,KEY_DEFENDER,1999-07-23,24,23,10.521739130434783,0.4225352112676056
Charlie Cameron,Brisbane Lions,2023,MEDIUM_FORWARD,1994-07-05,29,26,10.580769230769231,0.4406130268199234
Charlie Clarke,Western Bulldogs,2023,MEDIUM_FORWARD,2004-01-04,NA,NA,NA,NA
Charlie Comben,North Melbourne,2023,KEY_FORWARD,2001-07-20,22,7,2.2142857142857144,0.5254237288135594
Charlie Constable,Gold Coast Suns,2023,MEDIUM_DEFENDER,1999-05-18,24,2,3.6500000000000004,0.2
