Name,team,season,position,dateOfBirth,Age,Matches,rating_points,cp_ratio
Eddie Betts,Carlton,2012,MEDIUM_FORWARD,1986-11-26,26,22,12.309090909090909,0.5666666666666667
Elliot Yeo,Brisbane Lions,2012,MEDIUM_DEFENDER,1993-10-01,19,8,6.0375,0.4083333333333333
Elliott Kavanagh,Essendon,2012,MIDFIELDER_FORWARD,1993-05-19,19,1,-0.6,0.15384615384615385
Eric Mackenzie,West Coast Eagles,2012,KEY_DEFENDER,1988-05-19,24,22,6.559090909090909,0.3909465020576131
Eugene Kruger,Sydney Swans,2012,MIDFIELDER,1991-01-25,NA,NA,NA,NA
Farren Ray,St Kilda,2012,MIDFIELDER,1986-03-23,26,11,8.672727272727272,0.34920634920634924
Fletcher Roberts,Western Bulldogs,2012,KEY_DEFENDER,1993-06-03,19,2,3,0.19047619047619047
Fraser McInnes,West Coast Eagles,2012,KEY_FORWARD,1993-07-19,NA,NA,NA,NA
Frazer Dale,Carlton,2012,MIDFIELDER,1993-11-10,19,2,1.35,0.14285714285714285
Garrick Ibbotson,Fremantle,2012,MEDIUM_DEFENDER,1988-03-15,24,23,7.743478260869566,0.3538461538461538
Gary Ablett,Gold Coast Suns,2012,MIDFIELDER,1984-05-14,28,20,21.37,0.4474474474474475
Gary Rohan,Sydney Swans,2012,MEDIUM_FORWARD,1991-06-07,21,4,6.275,0.45
Gavin Roberts,Fremantle,2012,MEDIUM_FORWARD,1991-03-13,NA,NA,NA,NA
Gavin Urquhart,North Melbourne,2012,MEDIUM_DEFENDER,1988-05-18,NA,NA,NA,NA
George Burbury,Geelong Cats,2012,MEDIUM_FORWARD,1992-06-16,NA,NA,NA,NA
George Horlin-Smith,Geelong Cats,2012,MIDFIELDER,1992-12-22,20,3,3.2333333333333334,0.21621621621621623
Gerald Ugle,GWS Giants,2012,MEDIUM_DEFENDER,1993-01-31,19,1,3.3,0
Gerrick Weedon,West Coast Eagles,2012,MEDIUM_FORWARD,1991-05-25,NA,NA,NA,NA
Gibson Turner,Richmond,2012,MEDIUM_FORWARD,1993-07-22,NA,NA,NA,NA
Graham Johncock,Adelaide Crows,2012,MEDIUM_FORWARD,1982-10-21,30,19,5.957894736842105,0.33181818181818185
Grant Birchall,Hawthorn,2012,MEDIUM_DEFENDER,1988-01-28,24,23,12.23913043478261,0.2796934865900383
Greg Broughton,Fremantle,2012,MEDIUM_DEFENDER,1986-09-29,26,15,10.113333333333333,0.4132841328413284
Haiden Schloithe,Fremantle,2012,MIDFIELDER_FORWARD,1993-06-16,NA,NA,NA,NA
Hal Hunter,Essendon,2012,MEDIUM_DEFENDER,1993-07-15,NA,NA,NA,NA
Hamish Hartlett,Port Adelaide,2012,MIDFIELDER,1990-08-14,22,15,12.426666666666668,0.4511784511784512
Hamish McIntosh,North Melbourne,2012,RUCK,1984-09-04,28,7,14.242857142857144,0.5277777777777778
Harley Bennell,Gold Coast Suns,2012,MIDFIELDER,1992-10-02,20,22,14.095454545454546,0.37328094302554027
Harry Cunningham,Sydney Swans,2012,MIDFIELDER,1993-12-06,19,1,1.6,0.3333333333333333
Harry Taylor,Geelong Cats,2012,KEY_DEFENDER,1986-06-12,26,22,12.786363636363635,0.4309859154929577
Hayden Ballantyne,Fremantle,2012,MEDIUM_FORWARD,1987-07-16,25,21,10.361904761904762,0.478125
Hayden Crozier,Fremantle,2012,MEDIUM_FORWARD,1993-12-24,19,3,6.933333333333334,0.5161290322580645
Hayden Jolly,Gold Coast Suns,2012,MIDFIELDER,1992-04-04,NA,NA,NA,NA
Heath Grundy,Sydney Swans,2012,KEY_DEFENDER,1986-06-02,26,24,8.508333333333333,0.30339805825242716
Heath Hocking,Essendon,2012,MIDFIELDER,1987-12-27,25,18,10.483333333333333,0.5
Heath Scotland,Carlton,2012,MIDFIELDER,1980-07-21,32,21,11.257142857142858,0.326047358834244
Heath Shaw,Collingwood,2012,MEDIUM_DEFENDER,1985-11-27,27,21,14.028571428571428,0.32904884318766064
Henry Schade,Gold Coast Suns,2012,KEY_DEFENDER,1993-10-08,NA,NA,NA,NA
Henry Slattery,Essendon,2012,MEDIUM_DEFENDER,1986-01-22,26,2,1.85,0.36363636363636365
Heritier Lumumba,Collingwood,2012,MEDIUM_DEFENDER,1986-11-15,26,24,9.645833333333334,0.3253968253968254
Ian Callinan,Adelaide Crows,2012,MEDIUM_FORWARD,1982-12-20,30,23,10.78695652173913,0.4460431654676259
Isaac Smith,Hawthorn,2012,MIDFIELDER,1988-12-30,24,22,9.35,0.28342245989304815
Israel Folau,GWS Giants,2012,KEY_FORWARD,1989-04-03,23,13,4.615384615384615,0.5833333333333333
Ivan Maric,Richmond,2012,RUCK,1986-01-04,26,21,13.047619047619047,0.5274390243902438
Jack Anthony,Fremantle,2012,KEY_FORWARD,1988-01-19,NA,NA,NA,NA
Jack Crisp,Brisbane Lions,2012,MIDFIELDER,1993-10-02,19,10,6.44,0.3982300884955752
Jack Darling,West Coast Eagles,2012,KEY_FORWARD,1992-06-13,20,24,9.975,0.4606741573033708
Jack Fitzpatrick,Melbourne,2012,RUCK,1991-06-26,21,2,8.95,0.6153846153846154
Jack Grimes,Melbourne,2012,MIDFIELDER,1989-05-11,23,21,9.061904761904762,0.31788079470198677
Jack Gunston,Hawthorn,2012,MEDIUM_FORWARD,1991-10-16,21,19,8.8,0.388646288209607
Jack Hombsch,GWS Giants,2012,KEY_DEFENDER,1993-03-07,19,9,6.644444444444445,0.3700787401574803
Jack Hutchins,Gold Coast Suns,2012,KEY_DEFENDER,1992-02-20,NA,NA,NA,NA
Jack Lynch,Sydney Swans,2012,KEY_DEFENDER,1993-01-07,NA,NA,NA,NA
Jack Newnes,St Kilda,2012,MEDIUM_DEFENDER,1993-02-24,19,7,6.442857142857143,0.3522727272727273
Jack Redden,Brisbane Lions,2012,MIDFIELDER,1990-12-09,22,22,13.227272727272727,0.4538878842676311
Jack Redpath,Western Bulldogs,2012,KEY_FORWARD,1990-12-13,NA,NA,NA,NA
Jack Riewoldt,Richmond,2012,KEY_FORWARD,1988-10-31,24,22,12.086363636363636,0.5275862068965517
Jack Steven,St Kilda,2012,MIDFIELDER,1990-03-28,22,21,14.347619047619048,0.432183908045977
Jack Trengove,Melbourne,2012,MIDFIELDER,1991-09-02,21,22,7.668181818181818,0.387434554973822
Jack Watts,Melbourne,2012,MEDIUM_DEFENDER,1991-03-26,21,15,12.306666666666667,0.4185185185185185
Jack Ziebell,North Melbourne,2012,MIDFIELDER,1991-02-28,21,17,10.41764705882353,0.5457227138643068
Jackson Allen,Gold Coast Suns,2012,MEDIUM_DEFENDER,1993-03-04,19,1,10.6,0.4666666666666667
Jackson Ferguson,St Kilda,2012,MEDIUM_DEFENDER,1992-10-23,NA,NA,NA,NA
Jackson Merrett,Essendon,2012,MIDFIELDER,1993-02-27,19,1,4,0.3333333333333333
Jackson Paine,Collingwood,2012,KEY_FORWARD,1993-06-21,19,6,6.166666666666667,0.4347826086956522
Jackson Sheringham,Geelong Cats,2012,MIDFIELDER,1988-06-22,24,5,5.82,0.3793103448275862
Jackson Trengove,Port Adelaide,2012,KEY_DEFENDER,1990-11-02,22,20,8.295,0.4216027874564459
Jacob Brennan,West Coast Eagles,2012,MEDIUM_DEFENDER,1990-01-24,22,16,6.46875,0.40625
Jacob Gillbee,Gold Coast Suns,2012,MEDIUM_FORWARD,1992-09-13,20,2,6.35,0.38095238095238093
Jacob Surjan,Port Adelaide,2012,MEDIUM_DEFENDER,1985-08-15,27,13,5.653846153846154,0.41139240506329117
Jacob Townsend,GWS Giants,2012,MIDFIELDER,1993-06-20,19,11,3.981818181818182,0.43478260869565216
Jai Sheahan,Melbourne,2012,KEY_FORWARD,1993-01-27,NA,NA,NA,NA
Jake Batchelor,Richmond,2012,MEDIUM_DEFENDER,1992-02-13,20,14,7.985714285714286,0.36073059360730597
Jake Carlisle,Essendon,2012,KEY_DEFENDER,1991-10-01,21,18,8.105555555555556,0.43891402714932126
Jake King,Richmond,2012,MEDIUM_FORWARD,1984-03-26,28,12,7.475,0.4520547945205479
Jake Melksham,Essendon,2012,MIDFIELDER,1991-08-29,21,22,7.536363636363636,0.3582089552238806
Jake Spencer,Melbourne,2012,RUCK,1989-10-09,23,8,5.125,0.52
James Craig,Adelaide Crows,2012,RUCK,1991-04-18,NA,NA,NA,NA
James Frawley,Melbourne,2012,KEY_DEFENDER,1988-09-20,24,19,7.3578947368421055,0.3198529411764706
James Gwilt,St Kilda,2012,KEY_DEFENDER,1986-08-11,26,14,6.757142857142857,0.22404371584699453
James Hawksley,Brisbane Lions,2012,MEDIUM_DEFENDER,1989-02-05,23,4,8.95,0.296875
James Kelly,Geelong Cats,2012,MIDFIELDER,1983-12-29,29,19,14.75263157894737,0.4849137931034483
James Magner,Melbourne,2012,MIDFIELDER,1987-08-12,25,17,5.805882352941176,0.5186721991701245
James McDonald,GWS Giants,2012,MIDFIELDER,1976-10-05,36,13,6.769230769230769,0.4207920792079208
James Mulligan,Western Bulldogs,2012,KEY_DEFENDER,1989-06-14,NA,NA,NA,NA
James Podsiadly,Geelong Cats,2012,KEY_FORWARD,1981-09-10,31,18,10.916666666666666,0.48387096774193544
James Polkinghorne,Brisbane Lions,2012,MIDFIELDER,1989-01-21,23,20,6.895,0.38675958188153303
James Sellar,Melbourne,2012,KEY_DEFENDER,1989-03-24,23,16,6.3374999999999995,0.44970414201183434
James Strauss,Melbourne,2012,MEDIUM_DEFENDER,1990-06-14,22,7,5.614285714285714,0.2784810126582279
Jamie Bennell,Melbourne,2012,MIDFIELDER,1990-06-07,22,6,3.7666666666666666,0.41935483870967744
Jamie Cripps,St Kilda,2012,MIDFIELDER,1992-04-23,20,12,6.958333333333333,0.33333333333333337
Jamie Elliott,Collingwood,2012,MEDIUM_FORWARD,1992-08-21,20,15,4.86,0.35
Jamie Macmillan,North Melbourne,2012,MIDFIELDER,1991-09-23,21,23,8.734782608695653,0.25842696629213485
Jared Brennan,Gold Coast Suns,2012,MEDIUM_DEFENDER,1984-07-28,28,17,8.070588235294117,0.4505119453924915
Jared Petrenko,Adelaide Crows,2012,MEDIUM_FORWARD,1989-12-22,23,23,8.691304347826087,0.49792531120331945
Jared Polec,Brisbane Lions,2012,MIDFIELDER,1992-10-12,20,12,8.866666666666667,0.41134751773049644
Jared Rivers,Melbourne,2012,KEY_DEFENDER,1984-10-18,28,22,9.222727272727273,0.39436619718309857
Jarrad Boumann,Hawthorn,2012,KEY_DEFENDER,1989-08-18,23,2,2.25,0.3333333333333333
Jarrad Grant,Western Bulldogs,2012,MEDIUM_FORWARD,1989-07-06,23,13,7.615384615384615,0.31034482758620696
Jarrad Irons,Port Adelaide,2012,MIDFIELDER,1992-09-20,NA,NA,NA,NA
Jarrad McVeigh,Sydney Swans,2012,MIDFIELDER,1985-04-07,27,25,13.948,0.36348684210526316
Jarrad Redden,Port Adelaide,2012,RUCK,1990-12-27,22,9,6.377777777777777,0.548076923076923
Jarrad Waite,Carlton,2012,KEY_FORWARD,1983-02-04,29,11,11.709090909090909,0.42771084337349397
Jarred Moore,Sydney Swans,2012,MEDIUM_FORWARD,1986-03-06,NA,NA,NA,NA
Jarrod Harbrow,Gold Coast Suns,2012,MEDIUM_DEFENDER,1988-07-18,24,13,9.792307692307693,0.3273542600896861
Jarrod Witts,Collingwood,2012,RUCK,1992-09-13,NA,NA,NA,NA
Jarryd Blair,Collingwood,2012,MIDFIELDER_FORWARD,1990-04-14,22,23,13.017391304347827,0.5292841648590022
Jarryd Lyons,Adelaide Crows,2012,MIDFIELDER_FORWARD,1992-07-22,20,3,3.4,0.46153846153846145
Jarryd Roughead,Hawthorn,2012,KEY_FORWARD,1987-01-23,25,23,15.204347826086956,0.5390428211586902
Jarryn Geary,St Kilda,2012,MEDIUM_DEFENDER,1988-06-23,24,20,9.275,0.3457142857142857
Jason Blake,St Kilda,2012,MEDIUM_DEFENDER,1981-03-15,31,13,8.846153846153847,0.43783783783783786
Jason Gram,St Kilda,2012,MEDIUM_DEFENDER,1984-04-27,28,17,10.705882352941176,0.27323943661971833
Jason Johannisen,Western Bulldogs,2012,MEDIUM_DEFENDER,1992-11-08,20,3,9.633333333333333,0.18000000000000002
Jason Porplyzia,Adelaide Crows,2012,MEDIUM_FORWARD,1984-11-27,28,22,9.863636363636363,0.42820512820512824
Jason Tutt,Western Bulldogs,2012,MIDFIELDER_FORWARD,1991-05-15,21,5,4.1,0.22727272727272727
Jason Winderlich,Essendon,2012,MIDFIELDER_FORWARD,1984-10-10,28,2,9.15,0.3
Jasper Pittard,Port Adelaide,2012,MIDFIELDER,1991-04-01,21,1,1.9,0.5
Jay Lever,St Kilda,2012,RUCK,1993-06-15,NA,NA,NA,NA
Jay Schulz,Port Adelaide,2012,KEY_FORWARD,1985-04-18,27,15,10.953333333333333,0.4514285714285714
Jay Van Berlo,Fremantle,2012,MIDFIELDER,1988-09-18,NA,NA,NA,NA
Jayden Pitt,Fremantle,2012,MIDFIELDER,1992-10-07,20,2,2.3499999999999996,0.25
Jayden Post,Richmond,2012,KEY_DEFENDER,1989-12-05,23,8,4.9375,0.37894736842105264
Jed Adcock,Brisbane Lions,2012,MEDIUM_DEFENDER,1985-11-15,27,21,10.085714285714285,0.2883116883116883
Jed Bews,Geelong Cats,2012,MEDIUM_DEFENDER,1993-12-14,NA,NA,NA,NA
Jed Lamb,Sydney Swans,2012,MEDIUM_FORWARD,1992-10-19,NA,NA,NA,NA
Jeff Garlett,Carlton,2012,MEDIUM_FORWARD,1989-08-03,23,22,10.872727272727273,0.443609022556391
Jeremy Cameron,GWS Giants,2012,KEY_FORWARD,1993-04-01,19,16,8.9875,0.5
Jeremy Howe,Melbourne,2012,MEDIUM_FORWARD,1990-06-29,22,22,9.636363636363637,0.5028409090909091
Jeremy Laidler,Carlton,2012,MEDIUM_DEFENDER,1989-08-05,23,4,7.55,0.46808510638297873
Jeremy McGovern,West Coast Eagles,2012,KEY_FORWARD,1992-04-15,NA,NA,NA,NA
Jeremy Taylor,Gold Coast Suns,2012,MEDIUM_DEFENDER,1992-06-17,20,8,5,0.38961038961038963
Jeromey Webberley,Richmond,2012,MEDIUM_DEFENDER,1988-07-12,24,1,2.7,0.75
Jesse Crichton,Fremantle,2012,MIDFIELDER_FORWARD,1991-06-18,21,4,6.575,0.42
Jesse O'Brien,Brisbane Lions,2012,MIDFIELDER,1991-02-13,NA,NA,NA,NA
Jesse Stringer,Geelong Cats,2012,MIDFIELDER,1991-04-03,21,8,6.725,0.3069306930693069
Jesse White,Sydney Swans,2012,KEY_FORWARD,1988-01-09,24,3,5.966666666666667,0.5161290322580645
Jimmy Bartel,Geelong Cats,2012,MIDFIELDER,1983-12-04,29,20,12.76,0.45475638051044087
Jimmy Webster,St Kilda,2012,MEDIUM_DEFENDER,1993-06-28,NA,NA,NA,NA
Jobe Watson,Essendon,2012,MIDFIELDER,1985-02-08,27,22,18.331818181818182,0.48466257668711654
Joel Corey,Geelong Cats,2012,MIDFIELDER,1982-02-17,30,20,9.785,0.48325358851674644
Joel Hamling,Geelong Cats,2012,KEY_DEFENDER,1993-04-09,NA,NA,NA,NA
Joel Macdonald,Melbourne,2012,MEDIUM_DEFENDER,1984-10-10,28,16,8.56875,0.3993055555555556
Joel Patfull,Brisbane Lions,2012,KEY_DEFENDER,1984-12-07,28,22,7.509090909090909,0.4296875
Joel Selwood,Geelong Cats,2012,MIDFIELDER,1988-05-26,24,21,18.13809523809524,0.5135135135135135
Joel Wilkinson,Gold Coast Suns,2012,MEDIUM_DEFENDER,1991-11-29,21,9,2.2333333333333334,0.30136986301369867
John Butcher,Port Adelaide,2012,KEY_FORWARD,1991-07-03,21,8,6.9,0.5614035087719298
John Heslin,Richmond,2012,MEDIUM_DEFENDER,1992-06-27,NA,NA,NA,NA
John McCarthy,Port Adelaide,2012,MIDFIELDER,1989-11-19,23,21,5.719047619047619,0.3109452736318408
Jonathan Brown,Brisbane Lions,2012,KEY_FORWARD,1981-10-29,31,20,9.459999999999999,0.37254901960784315
Jonathan Giles,GWS Giants,2012,RUCK,1988-01-08,24,20,10.57,0.6505190311418686
Jonathan Simpkin,Geelong Cats,2012,MIDFIELDER,1987-10-28,25,4,4.425,0.3333333333333333
Jonathon Ceglar,Collingwood,2012,RUCK,1991-02-14,NA,NA,NA,NA
Jonathon Griffin,Fremantle,2012,RUCK,1986-01-14,26,13,8.107692307692307,0.49324324324324326
Jonathon Patton,GWS Giants,2012,KEY_FORWARD,1993-05-20,19,7,6.128571428571428,0.5102040816326531
Jordan Gysberts,Melbourne,2012,MIDFIELDER,1991-06-11,21,1,1.6,0.2222222222222222
Jordan Kelly,Hawthorn,2012,KEY_DEFENDER,1993-06-27,NA,NA,NA,NA
Jordan Lewis,Hawthorn,2012,MIDFIELDER_FORWARD,1986-04-24,26,22,12.190909090909091,0.41566265060240964
Jordan Lisle,Brisbane Lions,2012,KEY_FORWARD,1990-07-12,22,5,7.7,0.4461538461538461
Jordan Lockyer,Sydney Swans,2012,KEY_DEFENDER,1993-06-15,NA,NA,NA,NA
Jordan Murdoch,Geelong Cats,2012,MEDIUM_DEFENDER,1992-03-23,20,8,7.3,0.23076923076923078
Jordan Roughead,Western Bulldogs,2012,KEY_DEFENDER,1990-11-03,22,18,6.366666666666666,0.45999999999999996
Jordan Russell,Carlton,2012,MEDIUM_DEFENDER,1986-11-06,26,7,2.542857142857143,0.2976190476190476
Jordan Schroder,Geelong Cats,2012,MIDFIELDER,1992-12-05,20,1,3.6,0.6363636363636364
Jordan Staley,St Kilda,2012,KEY_FORWARD,1993-07-14,NA,NA,NA,NA
Jordan Wilson-King,Fremantle,2012,MEDIUM_DEFENDER,1993-10-31,NA,NA,NA,NA
Jordie McKenzie,Melbourne,2012,MIDFIELDER,1990-06-21,22,20,7.8,0.4835820895522388
Josh Bruce,GWS Giants,2012,KEY_FORWARD,1992-06-08,20,3,8.966666666666667,0.4848484848484848
Josh Caddy,Gold Coast Suns,2012,MIDFIELDER,1992-09-28,20,22,7.527272727272727,0.3905325443786982
Josh Cowan,Geelong Cats,2012,MIDFIELDER,1991-03-16,NA,NA,NA,NA
Josh Drummond,Brisbane Lions,2012,MEDIUM_DEFENDER,1983-04-19,29,15,8.273333333333333,0.29383886255924174
Josh Dyson,Brisbane Lions,2012,MIDFIELDER,1991-08-12,NA,NA,NA,NA
Josh Fraser,Gold Coast Suns,2012,RUCK,1982-01-05,30,2,7.45,0.6129032258064516
Josh Gibson,Hawthorn,2012,KEY_DEFENDER,1984-03-13,28,22,11.190909090909091,0.30116959064327486
Josh Green,Brisbane Lions,2012,MEDIUM_FORWARD,1992-08-24,20,12,10.141666666666666,0.481203007518797
Josh Hall,Gold Coast Suns,2012,KEY_FORWARD,1990-04-03,22,2,5.1000000000000005,0.4
Josh Hill,West Coast Eagles,2012,MEDIUM_FORWARD,1989-01-19,23,22,11.213636363636363,0.48101265822784806
Josh Hunt,Geelong Cats,2012,MEDIUM_DEFENDER,1982-03-14,30,18,9.927777777777777,0.3082437275985663
Josh Jenkins,Adelaide Crows,2012,KEY_FORWARD,1989-02-08,23,11,8.736363636363636,0.5289256198347108
Josh Thomas,Collingwood,2012,MIDFIELDER,1991-10-01,NA,NA,NA,NA
Josh Tynan,Melbourne,2012,MIDFIELDER,1993-11-06,19,2,3,0.5555555555555556
Josh Walker,Geelong Cats,2012,KEY_FORWARD,1992-11-12,20,7,4.014285714285714,0.5614035087719298
Josh J. Kennedy,West Coast Eagles,2012,KEY_FORWARD,1987-08-25,25,9,7.7444444444444445,0.5270270270270271
Josh P. Kennedy,Sydney Swans,2012,MIDFIELDER,1988-06-20,24,25,18.22,0.5957746478873239
Joshua Bootsma,Carlton,2012,MEDIUM_DEFENDER,1993-02-22,NA,NA,NA,NA
Joshua Growden,GWS Giants,2012,MIDFIELDER_FORWARD,1993-04-17,NA,NA,NA,NA
Joshua Mellington,Fremantle,2012,MEDIUM_FORWARD,1992-11-29,NA,NA,NA,NA
Joshua Toy,Gold Coast Suns,2012,MEDIUM_DEFENDER,1992-04-18,NA,NA,NA,NA
Jude Bolton,Sydney Swans,2012,MIDFIELDER_FORWARD,1980-03-15,32,22,11.554545454545455,0.46453089244851253
Justin Clarke,Brisbane Lions,2012,KEY_DEFENDER,1993-11-18,NA,NA,NA,NA
Justin Koschitzke,St Kilda,2012,KEY_FORWARD,1982-09-20,30,19,7.336842105263158,0.584795321637427
Justin Sherman,Western Bulldogs,2012,MEDIUM_FORWARD,1987-01-26,25,10,7.49,0.3765432098765432
Justin Westhoff,Port Adelaide,2012,KEY_FORWARD,1986-10-01,26,22,10.222727272727273,0.3924418604651163
Kade Simpson,Carlton,2012,MIDFIELDER,1984-05-05,28,19,12.557894736842105,0.3031026252983293
Kane Cornes,Port Adelaide,2012,MIDFIELDER,1983-01-05,29,22,8.731818181818182,0.2735346358792185
Kane Lucas,Carlton,2012,MIDFIELDER,1991-06-26,21,8,5.3500000000000005,0.2972972972972973
Karmichael Hunt,Gold Coast Suns,2012,MIDFIELDER,1986-11-17,26,18,7.0777777777777775,0.42592592592592593
Kelvin Lawrence,Melbourne,2012,MEDIUM_FORWARD,1992-10-14,NA,NA,NA,NA
Kelvin W. Moore,Richmond,2012,KEY_DEFENDER,1984-03-25,NA,NA,NA,NA
Kepler Bradley,Fremantle,2012,KEY_FORWARD,1985-11-13,27,12,2.625,0.43529411764705883
Kieran Harper,North Melbourne,2012,MEDIUM_FORWARD,1992-06-15,20,23,6.360869565217391,0.3961352657004831
Kieren Jack,Sydney Swans,2012,MIDFIELDER,1987-06-28,25,25,16.832,0.48747913188647746
Kirk Ugle,Collingwood,2012,MEDIUM_FORWARD,1992-05-06,20,3,3.4333333333333336,0.5263157894736842
Koby Stevens,West Coast Eagles,2012,MIDFIELDER,1991-06-18,21,4,3.2249999999999996,0.3142857142857143
Kurt Aylett,GWS Giants,2012,MEDIUM_DEFENDER,1992-04-02,20,1,-3.6,0.4
Kurt Tippett,Adelaide Crows,2012,KEY_FORWARD,1987-05-08,25,21,9.928571428571429,0.6197718631178707
Kyal Horsley,Gold Coast Suns,2012,MIDFIELDER,1987-09-02,25,13,8.292307692307693,0.3839285714285714
Kyle Cheney,Hawthorn,2012,MEDIUM_DEFENDER,1989-08-25,23,6,4.966666666666667,0.26562500000000006
Kyle Hardingham,Essendon,2012,MEDIUM_DEFENDER,1988-10-01,24,21,9.361904761904762,0.4651162790697675
Kyle Reimers,Essendon,2012,MEDIUM_FORWARD,1989-01-10,23,5,7.64,0.3846153846153846
Lachie Henderson,Carlton,2012,KEY_DEFENDER,1989-12-14,23,11,8.963636363636363,0.3507462686567164
Lachie Neale,Fremantle,2012,MIDFIELDER,1993-05-24,19,11,7.127272727272727,0.42276422764227645
Lachlan Hansen,North Melbourne,2012,KEY_FORWARD,1988-08-17,24,12,8.183333333333334,0.42016806722689076
Lachlan Keeffe,Collingwood,2012,KEY_DEFENDER,1990-04-14,22,9,7.044444444444444,0.39603960396039606
Lachlan Smith,Collingwood,2012,KEY_FORWARD,1993-09-09,NA,NA,NA,NA
Lance Franklin,Hawthorn,2012,KEY_FORWARD,1987-01-30,25,19,17.521052631578947,0.45901639344262296
Lauchlan Dalgleish,Essendon,2012,MIDFIELDER,1993-06-22,NA,NA,NA,NA
Lee Spurr,Fremantle,2012,MEDIUM_DEFENDER,1987-07-27,25,13,5.6923076923076925,0.3297872340425532
Leigh Adams,North Melbourne,2012,MIDFIELDER_FORWARD,1988-04-06,24,18,11.444444444444445,0.406060606060606
Leigh Montagna,St Kilda,2012,MIDFIELDER,1983-11-02,29,22,12.6,0.3666666666666667
Leigh Williams,Melbourne,2012,KEY_FORWARD,1990-05-19,NA,NA,NA,NA
Lenny Hayes,St Kilda,2012,MIDFIELDER,1980-01-14,32,22,12.64090909090909,0.44320297951582865
Leroy Jetta,Essendon,2012,MEDIUM_FORWARD,1988-07-06,24,21,10.852380952380953,0.3431372549019608
Levi Casboult,Carlton,2012,KEY_FORWARD,1990-03-15,22,6,4.3,0.6071428571428571
Levi Greenwood,North Melbourne,2012,MIDFIELDER,1989-02-19,23,5,5.36,0.5735294117647058
Lewis Jetta,Sydney Swans,2012,MIDFIELDER_FORWARD,1989-05-04,23,25,15.588,0.29620253164556964
Lewis Johnston,Adelaide Crows,2012,KEY_FORWARD,1991-03-03,21,1,4.8,0.25
Lewis Moss,Gold Coast Suns,2012,KEY_FORWARD,1992-02-04,NA,NA,NA,NA
Lewis Roberts-Thomson,Sydney Swans,2012,KEY_FORWARD,1983-09-08,29,22,6.527272727272727,0.44782608695652176
Lewis Stevenson,West Coast Eagles,2012,MEDIUM_DEFENDER,1989-07-30,NA,NA,NA,NA
Liam Anthony,North Melbourne,2012,MIDFIELDER,1987-09-09,25,19,9.910526315789474,0.2890295358649789
Liam Jones,Western Bulldogs,2012,KEY_FORWARD,1991-02-24,21,12,4.55,0.5948275862068966
Liam Jurrah,Melbourne,2012,KEY_FORWARD,1988-09-22,24,1,0.8,0.3333333333333333
Liam Patrick,Gold Coast Suns,2012,MEDIUM_FORWARD,1988-03-04,24,8,4.5249999999999995,0.3411764705882353
Liam Picken,Western Bulldogs,2012,MIDFIELDER,1986-08-01,26,22,7.527272727272727,0.36117936117936117
Liam Shiels,Hawthorn,2012,MIDFIELDER,1991-04-29,21,22,9.072727272727272,0.3693045563549161
Liam Sumner,GWS Giants,2012,MIDFIELDER,1993-08-16,19,2,9.45,0.45454545454545453
Lin Jong,Western Bulldogs,2012,MIDFIELDER,1993-06-04,19,4,5.3,0.3582089552238806
Lincoln McCarthy,Geelong Cats,2012,MEDIUM_FORWARD,1993-10-22,19,1,2.2,0.3333333333333333
Lindsay Gilbee,Western Bulldogs,2012,MEDIUM_DEFENDER,1981-07-08,31,4,11,0.23076923076923078
Lindsay Thomas,North Melbourne,2012,MEDIUM_FORWARD,1988-02-29,24,19,10.410526315789474,0.4897119341563786
Lucas Cook,Melbourne,2012,KEY_FORWARD,1992-03-03,NA,NA,NA,NA
Lukas Markovic,Western Bulldogs,2012,KEY_DEFENDER,1987-01-05,25,9,5.788888888888889,0.3368421052631579
Luke Ball,Collingwood,2012,MIDFIELDER,1984-05-25,28,3,5.1,0.43999999999999995
Luke Breust,Hawthorn,2012,MEDIUM_FORWARD,1990-11-11,22,24,13.475,0.46373056994818657
Luke Brown,Adelaide Crows,2012,MEDIUM_DEFENDER,1992-09-22,20,3,2.3666666666666667,0.21052631578947367
Luke Dahlhaus,Western Bulldogs,2012,MEDIUM_FORWARD,1992-08-21,20,17,12.211764705882352,0.459016393442623
Luke Davis,Essendon,2012,MEDIUM_DEFENDER,1992-12-23,NA,NA,NA,NA
Luke Delaney,North Melbourne,2012,KEY_DEFENDER,1989-06-24,23,13,4.823076923076923,0.31884057971014496
Luke Hodge,Hawthorn,2012,MIDFIELDER,1984-06-15,28,10,12.47,0.37433155080213903
Luke Lowden,Hawthorn,2012,RUCK,1991-02-22,NA,NA,NA,NA
Luke McGuane,Richmond,2012,KEY_FORWARD,1987-02-12,25,9,8.577777777777778,0.5306122448979591
Luke McPharlin,Fremantle,2012,KEY_DEFENDER,1981-12-01,31,21,6.933333333333334,0.2853025936599423
Luke Mitchell,Carlton,2012,KEY_FORWARD,1992-02-28,20,1,4.6,0.375
Luke Parker,Sydney Swans,2012,MIDFIELDER,1992-10-25,20,19,7.752631578947368,0.4152823920265781
Luke Power,GWS Giants,2012,MEDIUM_DEFENDER,1980-01-08,32,20,10.285,0.3688118811881188
Luke Rounds,Collingwood,2012,MIDFIELDER,1991-02-10,21,1,1.1,0.1
Luke Russell,Gold Coast Suns,2012,MEDIUM_DEFENDER,1992-01-24,20,14,6.5,0.24090909090909088
